OBJECTID_1,SABL_PWSID,WATER_SYST,WATER_SY_1,BOUNDARY_T,REGULATING,COUNTY,ADDR_LINE_,ADDR_LIN_1,ADDRESS_CI,ADDRESS_ST,ADDRESS_ZI,STATE_CLAS,POPULATION,SERVICE_CO,VERIFIED_S,LAST_EDITE,VERIFIED_N,VERIFIED_T,DT_VERIFIE,CREATED_US,CREATED_DA,LAST_EDI_1,OBJECTID,BOUNDARY_F,ACTIVITY_S,ACTIVITY_D,OWNER_TYPE,FEDERAL_CL,Shape__Are,Shape__Len,SHAPE,CIscore2018_min,CIscore2018_max,CIscore2018_mean,CIscoreP2018_min,CIscoreP2018_max,CIscoreP2018_mean
"401979",CA2701882,CA2701882,CAL AM WATER COMPANY - BISHOP,Water Service Area,DISTRICT 05 - MONTEREY,MONTEREY,1 Pasadera Dr.,,MONTEREY,CA,"93940",COMMUNITY,"955","386",Pending,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1981/01/05,P,COMMUNITY,6512247.893621269613504,12760.764373669500856,,,,,,,
"401980",CA5000561,CA5000561,MCHENRY GOLF CENTER,Water Service Area,LPA80 - STANISLAUS COUNTY,STANISLAUS,5150 MCHENRY AVENUE,,MODESTO,CA,"95356",TRANSIENT NON-COMMUNITY,"25","1",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/07/21,P,TRANSIENT NON-COMMUNITY,127956.720916499994928,1510.435463422960083,,,,,,,
"401981",CA5000547,CA5000547,KEYES 76 (WATER SYSTEM),Water Service Area,LPA80 - STANISLAUS COUNTY,STANISLAUS,6001 N GOLDEN STATE BLVD,,TURLOCK,CA,"95382",TRANSIENT NON-COMMUNITY,"25","2",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/07/21,P,TRANSIENT NON-COMMUNITY,7858.829219250000278,399.442877426882035,,49.130000,49.130000,49.130000,88.000000,88.000000,88.000000
"401982",CA5000483,CA5000483,RIVER OAK GRACE-WATER SYSTEM,Water Service Area,LPA80 - STANISLAUS COUNTY,STANISLAUS,7712 RODDEN ROAD,,OAKDALE,CA,"95361",TRANSIENT NON-COMMUNITY,"500","4",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/07/21,P,TRANSIENT NON-COMMUNITY,76829.547875830001431,1304.695200378780100,,,,,,,
"401983",CA5000578,CA5000578,TURLOCK SPORTSMAN'S CLUB,Water Service Area,LPA80 - STANISLAUS COUNTY,STANISLAUS,13949 CARPENTER ROAD,,CROWS LANDING,CA,"95313",TRANSIENT NON-COMMUNITY,"26","3",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/07/21,P,TRANSIENT NON-COMMUNITY,84615.795718809997197,1399.306233309860090,,47.340000,57.360000,52.350000,86.000000,95.000000,90.500000
"401984",CA5000586,CA5000586,CALIFORNIA TRANSPLANTS LLC,Water Service Area,LPA80 - STANISLAUS COUNTY,STANISLAUS,4100 STUHR ROAD,,NEWMAN,CA,"95360",TRANSIENT NON-COMMUNITY,"25","1",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/07/21,P,TRANSIENT NON-COMMUNITY,900612.123792474973015,3797.353522295079983,,44.180000,44.180000,44.180000,82.000000,82.000000,82.000000
"401985",CA5000061,CA5000061,MARTIN'S MOBILE HOME COURT,Water Service Area,LPA80 - STANISLAUS COUNTY,STANISLAUS,26648 RIVER ROAD #11,,NEWMAN,CA,"95360",COMMUNITY,"60","20",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/07/21,P,COMMUNITY,19457.576951344999543,622.303800120277174,,44.180000,44.180000,44.180000,82.000000,82.000000,82.000000
"401986",CA2100565,CA2100565,GREEN GULCH FARM,Water Service Area,DISTRICT 18 - SONOMA,MARIN,1601 Shoreline Highway,,MUIR BEACH,CA,"94965",COMMUNITY,"75","17",Verified,2020/10/20,J. Oakley,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1983/01/27,P,COMMUNITY,566116.218124924926087,6709.435602412570915,,,,,,,
"401987",CA3310030,CA3310030,PINE COVE WATER DISTRICT,Water Service Area,DISTRICT 20 - RIVERSIDE,RIVERSIDE,24917 MARION RIDGE,,IDYLLWILD,CA,"92549",COMMUNITY,"1250","1107",Verified,2020/10/20,B.Smith,Water System representative,2020/05/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,L,COMMUNITY,21018501.754055701196194,22448.610104572901037,,,,,,,
"401988",CA4100503,CA4100503,BUTANO CANYON MUTUAL,Water Service Area,DISTRICT 17 - SANTA CLARA,SAN MATEO,941 Redwood Avenue,Butano Canyon,PESCADERO,CA,"94060",COMMUNITY,"150","94",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,P,COMMUNITY,701870.354766674921848,5255.562982452749566,,,,,,,
"401989",CA2710013,CA2710013,CWSC LAS LOMAS,Water Service Area,DISTRICT 05 - MONTEREY,MONTEREY,103 Las Lomas Drive,,WATSONVILLE,CA,"95076",COMMUNITY,"3387","618",Pending,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,P,COMMUNITY,5004823.208806809969246,9299.464312145610165,,44.800000,44.800000,44.800000,83.000000,83.000000,83.000000
"401990",CA3910001,CA3910001,CALIFORNIA WATER SERVICE - STOCKTON,Water Service Area,DISTRICT 10 - STOCKTON,SAN JOAQUIN,1505 E. Sonora St.,,STOCKTON,CA,"95205",COMMUNITY,"173272","43539",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,P,COMMUNITY,162040975.289032012224197,100352.000639535981463,,39.450000,82.490000,55.904186,75.000000,100.000000,90.651163
"401991",CA2110006,CA2110006,NORTH MARIN WD - PT. REYES,Water Service Area,DISTRICT 18 - SONOMA,MARIN,11180 State Route 1,,POINT REYES STATION,CA,"94956",COMMUNITY,"1700","766",Verified,2020/10/20,J. Oakley,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,L,COMMUNITY,4827081.132655370049179,9836.217667102349878,,,,,,,
"401992",CA3301850,CA3301850,DELARA RENTALS,Water Service Area,LPA63 - RIVERSIDE COUNTY,RIVERSIDE,,,COACHELLA,CA,"92236",STATE SMALL WATER SYSTEM,"24","14",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2015/10/29,P,NON-PUBLIC,47397.817238064999401,875.568922984702112,,,,,,,
"401993",CA0400142,CA0400142,BOY SCOUTS OF AMERICA-CAMP LASSEN,Water Service Area,LPA34 - BUTTE COUNTY,BUTTE,21359 SCOUT RD,,BUTTE MEADOWS,CA,"95942",TRANSIENT NON-COMMUNITY,"150","6",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/07/28,P,TRANSIENT NON-COMMUNITY,713472.242925000027753,3458.871448204250100,,,,,,,
"401994",CA5810700,CA5810700,BEALE AIR FORCE BASE,Water Service Area,DISTRICT 21 - VALLEY,YUBA,6425 B Street,,BEALE AIR FORCE BASE,CA,"95903",COMMUNITY,"7252","836",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1981/01/05,F,COMMUNITY,168430626.605742007493973,63214.264603143310524,,,,,,,
"401995",CA3701780,CA3701780,RICHARDSON BEARDSLEY PARK INC.,Water Service Area,LPA67 - SAN DIEGO COUNTY,SAN DIEGO,4110 TICANU DR,,JULIAN,CA,"92036",COMMUNITY,"28","20",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/08/02,P,COMMUNITY,296786.395669445046224,2577.551654479570061,,,,,,,
"401996",CA5010300,CA5010300,TURLOCK STATE RECREATION AREA,Water Service Area,DISTRICT 10 - STOCKTON,STANISLAUS,22600 Lake Road,,LA GRANGE,CA,"95329",TRANSIENT NON-COMMUNITY,"135","18",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,S,TRANSIENT NON-COMMUNITY,1503978.053318179911003,7292.449614722630031,,,,,,,
"401997",CA5000211,CA5000211,RIVERBANK LRA,Water Service Area,DISTRICT 10 - STOCKTON,STANISLAUS,5300 CLAUS RD,STE 1,RIVERBANK,CA,"95357",NON-TRANSIENT NON-COMMUNITY,"114","22",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,M,NON-TRANSIENT NON-COMMUNITY,1244674.968942010076717,4700.968372577710397,,,,,,,
"401998",CA5500104,CA5500104,CASCADE ESTATES,Water Service Area,DISTRICT 11 - MERCED,TUOLUMNE,18330 WARDS FERRY RD,,SONORA,CA,"95370",COMMUNITY,"316","113",Verified,2020/10/20,P. Hoon,Water System representative,2020/04/30,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,P,COMMUNITY,207257.494591455004411,1968.311456986019948,,,,,,,
"401999",CA5000134,CA5000134,DEPARTMENT OF TRANSPORTATION,Water Service Area,DISTRICT 10 - STOCKTON,STANISLAUS,WESTLEY ROAD AND INTERSTATE HIGHWAY 5,,PATTERSON,CA,"95363",TRANSIENT NON-COMMUNITY,"8900","3",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,S,TRANSIENT NON-COMMUNITY,167036.409872185002314,1704.629788908990122,,47.340000,47.340000,47.340000,86.000000,86.000000,86.000000
"402000",CA4000765,CA4000765,VARIAN RANCH MUTUAL WATER,Water Service Area,LPA70 - SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO,8350 ORCUTT ROAD,,ARROYO GRANDE,CA,"93420",COMMUNITY,"120","49",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/08/08,P,COMMUNITY,18917042.954759899526834,26044.485419456101226,,,,,,,
"402001",CA4000670,CA4000670,WALNUT HILLS MUTUAL WATER CO,Water Service Area,LPA70 - SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO,240 Nutwood Circle,,PASO ROBLES,CA,"93446",COMMUNITY,"486","26",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/08/08,P,COMMUNITY,528224.634368575061671,5144.358503132169972,,,,,,,
"402002",CA2310011,CA2310011,LAYTONVILLE COUNTY WATER DISTRICT,Water Service Area,DISTRICT 03 - MENDOCINO,MENDOCINO,44420 WILLIS AVE-PHYS/50 RAMSEYRD-OFFICE,P.O. BOX 32-MAIL,LAYTONVILLE,CA,"95454",COMMUNITY,"2000","413",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,L,COMMUNITY,1985753.982130459975451,6404.440950033700574,,,,,,,
"402003",CA1910243,CA1910243,CALIFORNIA WATER SERVICE CO-LEONA VALLEY,Water Service Area,DISTRICT 22 - ANGELES,LOS ANGELES,5015 WEST AVENUE L-14,SUITE 2,QUARTZ HILL,CA,"93536",COMMUNITY,"1244","426",Pending,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,P,COMMUNITY,14474726.351518899202347,22236.406801800101675,,,,,,,
"402004",CA1410510,CA1410510,LADWP - MANZANAR,Water Service Area,DISTRICT 13 - SAN BERNARDINO,INYO,5001 US-395,,INDEPENDENCE,CA,"93526",COMMUNITY,"0","2",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2009/09/03,L,COMMUNITY,5894747.309726499952376,9576.544060171459932,,,,,,,
"402005",CA2400134,CA2400134,BUHACH PRESCHOOL (KINDERCARE),Water Service Area,DISTRICT 11 - MERCED,MERCED,2606 N. BUHACH ROAD,,ATWATER,CA,"95301",NON-TRANSIENT NON-COMMUNITY,"110","3",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1993/03/23,P,NON-TRANSIENT NON-COMMUNITY,10857.549135010000100,416.824770632867001,,54.970000,54.970000,54.970000,93.000000,93.000000,93.000000
"402006",CA3205006,CA3205006,GRIZZLY RANCH CSD,Water Service Area,LPA62 - PLUMAS COUNTY,PLUMAS,321 Blacktail Ridge,,PORTOLA,CA,"96122",COMMUNITY,"25","24",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2015/01/30,L,COMMUNITY,7086364.920532129704952,12607.737069007300306,,,,,,,
"402007",CA4000506,CA4000506,WOODLAND PARK MUTUAL WATER CO,Water Service Area,LPA70 - SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO,WILLOW ROAD,,NIPOMO,CA,"93444",COMMUNITY,"500","151",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/08/08,P,COMMUNITY,2508794.038375690113753,7541.591606706399944,,,,,,,
"402008",CA5000175,CA5000175,SHIVELY'S BAR & GRILL,Water Service Area,LPA80 - STANISLAUS COUNTY,STANISLAUS,10461 VALLEY HOME ROAD,,OAKDALE,CA,"95361",TRANSIENT NON-COMMUNITY,"26","1",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/07/21,P,TRANSIENT NON-COMMUNITY,2941.031260615000065,226.863075360435005,,,,,,,
"402009",CA2110001,CA2110001,INVERNESS PUBLIC UTILITY DIST,Water Service Area,DISTRICT 18 - SONOMA,MARIN,50 INVERNESS WAY,,INVERNESS,CA,"94937",COMMUNITY,"1445","516",Verified,2020/10/20,J. Oakley,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,L,COMMUNITY,4502575.045673719607294,12973.454770721600653,,,,,,,
"402011",CA3301267,CA3301267,FISHERMAN'S RETREAT,Water Service Area,LPA63 - RIVERSIDE COUNTY,RIVERSIDE,32300 San Timoteo Canyon RD,,REDLANDS,CA,"92373",COMMUNITY,"52","180",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/07/27,P,COMMUNITY,147312.822930230002385,2029.312805801930153,,,,,,,
"402012",CA3510006,CA3510006,MISSION OAKS MOBILE HOME PARK,Water Service Area,DISTRICT 05 - MONTEREY,SAN BENITO,1401 SAN JUAN ROAD,,HOLLISTER,CA,"95023",COMMUNITY,"550","238",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,P,COMMUNITY,202004.899599430005765,1903.405740144100037,,,,,,,
"402013",CA3701988,CA3701988,ALPINE OAKS ESTATES LLC,Water Service Area,LPA67 - SAN DIEGO COUNTY,SAN DIEGO,,,ALPINE,CA,"91901",COMMUNITY,"125","68",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/08/02,P,COMMUNITY,54396.009478564999881,1105.485296571410117,,,,,,,
"402014",CA3205001,CA3205001,WALKER RANCH CSD,Water Service Area,LPA62 - PLUMAS COUNTY,PLUMAS,710 Red River Drive,,CHESTER,CA,"96137",COMMUNITY,"50","15",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2015/01/30,L,COMMUNITY,19429301.915391899645329,22318.113555904299574,,,,,,,
"402015",CA4110011,CA4110011,COASTSIDE COUNTY WATER DISTRICT,Water Service Area,DISTRICT 17 - SANTA CLARA,SAN MATEO,766 MAIN STREET,,HALF MOON BAY,CA,"94019",COMMUNITY,"16811","6530",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,L,COMMUNITY,52850969.637678802013397,101991.958822432992747,,,,,,,
"402016",CA1000345,CA1000345,PANOCHE WATER DISTRICT,Water Service Area,DISTRICT 23 - FRESNO,FRESNO,52027 W ALTHEA,,FIREBAUGH,CA,"93622",COMMUNITY,"146","46",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1981/11/30,L,COMMUNITY,252722651.905431002378464,89992.630210861098021,,41.530000,57.570000,49.942500,78.000000,95.000000,87.500000
"402018",CA4901394,CA4901394,NEVES FAMILY TRUST WATER SYSTEM,Water Service Area,DISTRICT 18 - SONOMA,SONOMA,7180 Highway 116,,COTATI,CA,"94931",TRANSIENT NON-COMMUNITY,"50","2",Verified,2020/10/20,J. Oakley,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2012/01/03,L,TRANSIENT NON-COMMUNITY,8457.927063529999941,372.848623197130053,,,,,,,
"402019",CA4901431,CA4901431,SARALEE 3575 SLUSSER ROAD,Water Service Area,DISTRICT 18 - SONOMA,SONOMA,3575 Slusser Road,,WINDSOR,CA,"95492",TRANSIENT NON-COMMUNITY,"80","3",Verified,2020/10/20,J. Oakley,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/07/15,P,TRANSIENT NON-COMMUNITY,37654.264501495003060,1088.868601402670038,,,,,,,
"402020",CA4901286,CA4901286,KELLER ESTATE WINERY,Water Service Area,DISTRICT 18 - SONOMA,SONOMA,5875 Lakeville Highway,,PETALUMA,CA,"94954",TRANSIENT NON-COMMUNITY,"40","2",Verified,2020/10/20,J. Oakley,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2013/12/18,P,TRANSIENT NON-COMMUNITY,111087.493556845001876,1347.495107970980143,,,,,,,
"402021",CA4901433,CA4901433,FAT PILGRIM GENERAL STORE,Water Service Area,DISTRICT 18 - SONOMA,SONOMA,20820 Broadway,,SONOMA,CA,"95476",TRANSIENT NON-COMMUNITY,"25","3",Verified,2020/10/20,J. Oakley,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/02/02,P,TRANSIENT NON-COMMUNITY,6754.611445375000585,329.778153421986076,,,,,,,
"402022",CA4901398,CA4901398,HOOK & LADDER VINEYARDS AND WINERY,Water Service Area,DISTRICT 18 - SONOMA,SONOMA,2134 Olivet Road,,SANTA ROSA,CA,"95401",TRANSIENT NON-COMMUNITY,"25","4",Verified,2020/10/20,J. Oakley,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2012/02/21,P,TRANSIENT NON-COMMUNITY,130381.144061864994001,1613.853800461620040,,,,,,,
"402023",CA4901396,CA4901396,RAVENSWOOD WINERY,Water Service Area,DISTRICT 18 - SONOMA,SONOMA,18701 Gehricke Road,,SONOMA,CA,"95476",TRANSIENT NON-COMMUNITY,"35","2",Verified,2020/10/20,J. Oakley,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2012/02/01,L,TRANSIENT NON-COMMUNITY,,,,,,,,,
"402024",CA4901399,CA4901399,KENWOOD BPSC LLC,Water Service Area,DISTRICT 18 - SONOMA,SONOMA,6600 Noble Road,,SONOMA,CA,"95476",TRANSIENT NON-COMMUNITY,"76","2",Verified,2020/10/20,J. Oakley,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2014/02/04,P,TRANSIENT NON-COMMUNITY,,,,,,,,,
"402025",CA3900724,CA3900724,ELKHORN ESTATES WATER SYSTEM,Water Service Area,LPA69 - SAN JOAQUIN COUNTY,SAN JOAQUIN,N ELKHORN DR,,STOCKTON,CA,"95209",COMMUNITY,"200","70",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/08/08,L,COMMUNITY,260606.754590405005729,6423.224359931339677,,,,,,,
"402026",CA1000261,CA1000261,LAKERIDGE CAMPING/BOATING RSRT,Water Service Area,DISTRICT 23 - FRESNO,FRESNO,30547 SUNNYSLOPE RD,,PIEDRA,CA,"93649",TRANSIENT NON-COMMUNITY,"52","107",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,P,TRANSIENT NON-COMMUNITY,150905.686905370006571,1711.102899499390105,,,,,,,
"402027",CA5000048,CA5000048,LAZY B MOBILEHOME PARK,Water Service Area,LPA80 - STANISLAUS COUNTY,STANISLAUS,7341 ELEANOR ROAD,,OAKDALE,CA,"95361",COMMUNITY,"125","49",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/07/21,P,COMMUNITY,37431.960255470003176,853.939666108895949,,,,,,,
"402028",CA0707503,CA0707503,BETHEL HARBOR,Water Service Area,LPA37 - CONTRA COSTA COUNTY,CONTRA COSTA,3405 HARBOR RD,,BETHEL ISLAND,CA,"94511",TRANSIENT NON-COMMUNITY,"45","3",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/05/10,P,TRANSIENT NON-COMMUNITY,22463.501435890000721,941.689903953275120,,,,,,,
"402029",CA5400505,CA5400505,HARTLAND CHRISTIAN CAMP,Water Service Area,DISTRICT 24 - TULARE,TULARE,57611 ESHOM VALLEY DR.,,BADGER,CA,"93603",COMMUNITY,"250","54",Verified,2021/01/29,K. Willet,District / LPA staff member,2021/01/28,SBUCKNAM,2020/10/20,epa\gisservice,,WBT Tool,A,2014/04/28,P,COMMUNITY,1092387.481588450027630,4833.089408271070170,,,,,,,
"402030",CA4901255,CA4901255,SAINT FRANCIS WINERY-WILD OAK VINEYARDS,Water Service Area,DISTRICT 18 - SONOMA,SONOMA,500 Pythian Road,,SANTA ROSA,CA,"95409",NON-TRANSIENT NON-COMMUNITY,"100","5",Verified,2020/10/20,J. Oakley,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2000/06/21,P,NON-TRANSIENT NON-COMMUNITY,1106188.223938480019569,4380.654143635520995,,,,,,,
"402031",CA3110012,CA3110012,AGATE BAY WATER COMPANY,Water Service Area,DISTRICT 02 - LASSEN,PLACER,453 Agate Rd,,CARNELIAN BAY,CA,"96140",COMMUNITY,"2500","584",Verified,2020/10/20,K. Connaughton,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,P,COMMUNITY,2298198.230135870166123,6562.440972696850622,,,,,,,
"402033",CA4910302,CA4910302,CSP-SUGARLOAF RIDGE STATE PARK,Water Service Area,DISTRICT 18 - SONOMA,SONOMA,2605 Adobe Canyon Road,,KENWOOD,CA,"95452",TRANSIENT NON-COMMUNITY,"200","6",Verified,2020/10/20,J. Oakley,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,S,TRANSIENT NON-COMMUNITY,242086.365352575056022,3028.570485800919869,,,,,,,
"402034",CA4901408,CA4901408,WESTSIDE STORAGE WATER SYSTEM,Water Service Area,DISTRICT 18 - SONOMA,SONOMA,3590 Petaluma Blvd North,,PETALUMA,CA,"94952",TRANSIENT NON-COMMUNITY,"50","2",Verified,2020/10/20,J. Oakley,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2012/11/15,P,TRANSIENT NON-COMMUNITY,4318.706801094999719,288.479593282038024,,,,,,,
"402035",CA4900687,CA4900687,BROOKWOOD MOBILE HOME PARK,Water Service Area,DISTRICT 18 - SONOMA,SONOMA,7000 Montecito Boulevard,,SANTA ROSA,CA,"95405",COMMUNITY,"400","202",Verified,2020/10/20,J. Oakley,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,P,COMMUNITY,207914.583645115024410,2284.276393932520023,,,,,,,
"402036",CA1000187,CA1000187,INDIANOLA SCHOOL,Water Service Area,DISTRICT 23 - FRESNO,FRESNO,11524 E DINUBA,,SELMA,CA,"93662",NON-TRANSIENT NON-COMMUNITY,"511","10",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,L,NON-TRANSIENT NON-COMMUNITY,62229.827795309996873,986.251442030512180,,51.290000,51.290000,51.290000,90.000000,90.000000,90.000000
"402037",CA3110035,CA3110035,WEIMAR WATER COMPANY,Water Service Area,DISTRICT 02 - LASSEN,PLACER,21540 SNOOKS RD,,COLFAX,CA,"95713",COMMUNITY,"1500","550",Verified,2020/10/20,K. Connaughton,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,P,COMMUNITY,23211404.402324799448252,32489.996382658002403,,,,,,,
"402038",CA1800534,CA1800534,SPAULDING EAGLE LAKE MWC,Water Service Area,DISTRICT 02 - LASSEN,LASSEN,"SPALDING TRACT, EAGLE LAKE",,SUSANVILLE,CA,"96130",COMMUNITY,"289","82",Verified,2020/10/20,K. Connaughton,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1980/06/28,P,COMMUNITY,9612718.880027407780290,14030.329961413399360,,,,,,,
"402039",CA3110048,CA3110048,PLACER CSA - SHERIDAN,Water Service Area,DISTRICT 02 - LASSEN,PLACER,11444 B AVENUE,11TH & E STREET - SHERIDAN,AUBURN,CA,"95603",COMMUNITY,"726","195",Verified,2020/10/20,K. Connaughton,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,L,COMMUNITY,2285377.174616110045463,8314.645223787840223,,,,,,,
"402040",CA5610701,CA5610701,"NAVAL BASE VENTURA COUNTY, PORT HUENEME",Water Service Area,DISTRICT 06 - SANTA BARBARA,VENTURA,"311 Main Road, Suite 1",,POINT MUGU,CA,"93042",COMMUNITY,"3221","609",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1980/03/31,F,COMMUNITY,137070288.384335994720459,94490.098585529500269,,45.270000,45.270000,45.270000,83.000000,83.000000,83.000000
"402041",CA5400754,CA5400754,SOUTH KAWEAH MUTUAL WATER COMPANY,Water Service Area,DISTRICT 24 - TULARE,TULARE,40690 CRYSTAL DRIVE,,THREE RIVERS,CA,"93271",COMMUNITY,"384","138",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2014/04/28,P,COMMUNITY,1035884.229275570018217,5011.279820499810739,,,,,,,
